name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-285 c,2689,1.46 Earths,15.198,2014

Kepler-286 b,4002,2.07 Earths,15.863,2014

Kepler-286 c,4002,2.45 Earths,15.863,2014

Kepler-286 e,4002,3.78 Earths,15.863,2014

Kepler-287 b,2727,6.04 Earths,14.952,2014

Kepler-287 c,2727,10.7 Earths,14.952,2014

Kepler-288 b,3895,3.43 Earths,15.283,2014

Kepler-288 d,3895,7.61 Earths,15.283,2014

Kepler-289 c,2298,0.42 Jupiters,14.142,2014

Kepler-289 d,2298,4 Earths,14.142,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-283 b,1527,5.18 Earths,16.216,2014

Kepler-283 c,1527,3.97 Earths,16.216,2014

Kepler-284 c,3366,7.32 Earths,15.944,2014

Kepler-285 b,2689,2.36 Earths,15.198,2014

Kepler-285 c,2689,1.46 Earths,15.198,2014

Kepler-286 b,4002,2.07 Earths,15.863,2014

Kepler-286 c,4002,2.45 Earths,15.863,2014

Kepler-286 e,4002,3.78 Earths,15.863,2014

Kepler-287 b,2727,6.04 Earths,14.952,2014

Kepler-287 c,2727,10.7 Earths,14.952,2014

Kepler-288 b,3895,3.43 Earths,15.283,2014

Kepler-288 d,3895,7.61 Earths,15.283,2014

Kepler-289 c,2298,0.42 Jupiters,14.142,2014

Kepler-289 d,2298,4 Earths,14.142,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-283 b,1527,5.18 Earths,16.216,2014

Kepler-283 c,1527,3.97 Earths,16.216,2014

Kepler-284 c,3366,7.32 Earths,15.944,2014

Kepler-285 b,2689,2.36 Earths,15.198,2014

Kepler-285 c,2689,1.46 Earths,15.198,2014

Kepler-286 b,4002,2.07 Earths,15.863,2014

Kepler-286 c,4002,2.45 Earths,15.863,2014

Kepler-286 e,4002,3.78 Earths,15.863,2014

Kepler-287 b,2727,6.04 Earths,14.952,2014

Kepler-287 c,2727,10.7 Earths,14.952,2014

Kepler-288 b,3895,3.43 Earths,15.283,2014

Kepler-288 d,3895,7.61 Earths,15.283,2014

Kepler-289 c,2298,0.42 Jupiters,14.142,2014

Kepler-289 d,2298,4 Earths,14.142,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-283 b,1527,5.18 Earths,16.216,2014

Kepler-283 c,1527,3.97 Earths,16.216,2014

Kepler-284 c,3366,7.32 Earths,15.944,2014

Kepler-285 b,2689,2.36 Earths,15.198,2014

Kepler-285 c,2689,1.46 Earths,15.198,2014

Kepler-286 b,4002,2.07 Earths,15.863,2014

Kepler-286 c,4002,2.45 Earths,15.863,2014

Kepler-286 e,4002,3.78 Earths,15.863,2014

Kepler-287 b,2727,6.04 Earths,14.952,2014

Kepler-287 c,2727,10.7 Earths,14.952,2014

Kepler-288 b,3895,3.43 Earths,15.283,2014

Kepler-288 d,3895,7.61 Earths,15.283,2014

Kepler-289 c,2298,0.42 Jupiters,14.142,2014

Kepler-289 d,2298,4 Earths,14.142,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-283 b,1527,5.18 Earths,16.216,2014

Kepler-283 c,1527,3.97 Earths,16.216,2014

Kepler-284 c,3366,7.32 Earths,15.944,2014

Kepler-285 b,2689,2.36 Earths,15.198,2014

Kepler-285 c,2689,1.46 Earths,15.198,2014

Kepler-286 b,4002,2.07 Earths,15.863,2014

Kepler-286 c,4002,2.45 Earths,15.863,2014

Kepler-286 e,4002,3.78 Earths,15.863,2014

Kepler-287 b,2727,6.04 Earths,14.952,2014

Kepler-287 c,2727,10.7 Earths,14.952,2014

Kepler-288 b,3895,3.43 Earths,15.283,2014

Kepler-288 d,3895,7.61 Earths,15.283,2014

Kepler-289 c,2298,0.42 Jupiters,14.142,2014

Kepler-289 d,2298,4 Earths,14.142,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-282 d,4363,0.192 Jupiters,15.444,2013

Kepler-283 b,1527,5.18 Earths,16.216,2014

Kepler-283 c,1527,3.97 Earths,16.216,2014

Kepler-284 c,3366,7.32 Earths,15.944,2014

Kepler-285 b,2689,2.36 Earths,15.198,2014

Kepler-285 c,2689,1.46 Earths,15.198,2014

Kepler-286 b,4002,2.07 Earths,15.863,2014

Kepler-286 c,4002,2.45 Earths,15.863,2014

Kepler-286 e,4002,3.78 Earths,15.863,2014

Kepler-287 b,2727,6.04 Earths,14.952,2014

Kepler-287 c,2727,10.7 Earths,14.952,2014

Kepler-288 b,3895,3.43 Earths,15.283,2014

Kepler-288 d,3895,7.61 Earths,15.283,2014

Kepler-289 c,2298,0.42 Jupiters,14.142,2014

Kepler-289 d,2298,4 Earths,14.142,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-296 c,545,4.66 Earths,16.363,2014

Kepler-296 f,545,3.89 Earths,16.363,2014

Kepler-297 b,2258,0.153 Jupiters,14.326,2014

Kepler-298 b,1690,4.5 Earths,15.617,2014

Kepler-298 c,1690,4.38 Earths,15.617,2014

Kepler-299 c,3432,7.51 Earths,15.232,2014

Kepler-299 e,3432,4.16 Earths,15.232,2014

Kepler-29 b,2716,5 Earths,15.547,2011

Kepler-300 c,3583,5.69 Earths,14.25,2014

Kepler-301 b,2346,2.39 Earths,14.458,2014

Kepler-301 d,2346,3.71 Earths,14.458,2014

Kepler-302 b,4575,15.5 Earths,15.694,2014

Kepler-303 b,684,0.64 Earths,14.917,2014

Kepler-304 b,1418,8.55 Earths,15.065,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-299 e,3432,4.16 Earths,15.232,2014

Kepler-29 b,2716,5 Earths,15.547,2011

Kepler-300 c,3583,5.69 Earths,14.25,2014

Kepler-301 b,2346,2.39 Earths,14.458,2014

Kepler-301 d,2346,3.71 Earths,14.458,2014

Kepler-302 b,4575,15.5 Earths,15.694,2014

Kepler-303 b,684,0.64 Earths,14.917,2014

Kepler-304 b,1418,8.55 Earths,15.065,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-299 e,3432,4.16 Earths,15.232,2014

Kepler-29 b,2716,5 Earths,15.547,2011

Kepler-300 c,3583,5.69 Earths,14.25,2014

Kepler-301 b,2346,2.39 Earths,14.458,2014

Kepler-301 d,2346,3.71 Earths,14.458,2014

Kepler-302 b,4575,15.5 Earths,15.694,2014

Kepler-303 b,684,0.64 Earths,14.917,2014

Kepler-304 b,1418,8.55 Earths,15.065,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-299 e,3432,4.16 Earths,15.232,2014

Kepler-29 b,2716,5 Earths,15.547,2011

Kepler-300 c,3583,5.69 Earths,14.25,2014

Kepler-301 b,2346,2.39 Earths,14.458,2014

Kepler-301 d,2346,3.71 Earths,14.458,2014

Kepler-302 b,4575,15.5 Earths,15.694,2014

Kepler-303 b,684,0.64 Earths,14.917,2014

Kepler-304 b,1418,8.55 Earths,15.065,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-299 e,3432,4.16 Earths,15.232,2014

Kepler-29 b,2716,5 Earths,15.547,2011

Kepler-300 c,3583,5.69 Earths,14.25,2014

Kepler-301 b,2346,2.39 Earths,14.458,2014

Kepler-301 d,2346,3.71 Earths,14.458,2014

Kepler-302 b,4575,15.5 Earths,15.694,2014

Kepler-303 b,684,0.64 Earths,14.917,2014

Kepler-304 b,1418,8.55 Earths,15.065,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-299 e,3432,4.16 Earths,15.232,2014

Kepler-29 b,2716,5 Earths,15.547,2011

Kepler-300 c,3583,5.69 Earths,14.25,2014

Kepler-301 b,2346,2.39 Earths,14.458,2014

Kepler-301 d,2346,3.71 Earths,14.458,2014

Kepler-302 b,4575,15.5 Earths,15.694,2014

Kepler-303 b,684,0.64 Earths,14.917,2014

Kepler-304 b,1418,8.55 Earths,15.065,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-296 c,545,4.66 Earths,16.363,2014

Kepler-296 f,545,3.89 Earths,16.363,2014

Kepler-297 b,2258,0.153 Jupiters,14.326,2014

Kepler-298 b,1690,4.5 Earths,15.617,2014

Kepler-298 c,1690,4.38 Earths,15.617,2014

Kepler-299 c,3432,7.51 Earths,15.232,2014

Kepler-299 e,3432,4.16 Earths,15.232,2014

Kepler-29 b,2716,5 Earths,15.547,2011

Kepler-300 c,3583,5.69 Earths,14.25,2014

Kepler-301 b,2346,2.39 Earths,14.458,2014

Kepler-301 d,2346,3.71 Earths,14.458,2014

Kepler-302 b,4575,15.5 Earths,15.694,2014

Kepler-303 b,684,0.64 Earths,14.917,2014

Kepler-304 b,1418,8.55 Earths,15.065,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-296 c,545,4.66 Earths,16.363,2014

Kepler-296 f,545,3.89 Earths,16.363,2014

Kepler-297 b,2258,0.153 Jupiters,14.326,2014

Kepler-298 b,1690,4.5 Earths,15.617,2014

Kepler-298 c,1690,4.38 Earths,15.617,2014

Kepler-299 c,3432,7.51 Earths,15.232,2014

Kepler-299 e,3432,4.16 Earths,15.232,2014

Kepler-29 b,2716,5 Earths,15.547,2011

Kepler-300 c,3583,5.69 Earths,14.25,2014

Kepler-301 b,2346,2.39 Earths,14.458,2014

Kepler-301 d,2346,3.71 Earths,14.458,2014

Kepler-302 b,4575,15.5 Earths,15.694,2014

Kepler-303 b,684,0.64 Earths,14.917,2014

Kepler-304 b,1418,8.55 Earths,15.065,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-318 b,1596,19.9 Earths,13.442,2014

Kepler-318 c,1596,13.1 Earths,13.442,2014

Kepler-319 b,1642,3.29 Earths,13.926,2014

Kepler-319 c,1642,7.41 Earths,13.926,2014

Kepler-319 d,1642,5.86 Earths,13.926,2014

Kepler-31 b,5430,25.9 Earths,15.496,2011

Kepler-31 c,5430,4.7 Jupiters,15.496,2011

Kepler-320 c,2696,2.45 Earths,13.494,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-318 b,1596,19.9 Earths,13.442,2014

Kepler-318 c,1596,13.1 Earths,13.442,2014

Kepler-319 b,1642,3.29 Earths,13.926,2014

Kepler-319 c,1642,7.41 Earths,13.926,2014

Kepler-319 d,1642,5.86 Earths,13.926,2014

Kepler-31 b,5430,25.9 Earths,15.496,2011

Kepler-31 c,5430,4.7 Jupiters,15.496,2011

Kepler-320 c,2696,2.45 Earths,13.494,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-318 b,1596,19.9 Earths,13.442,2014

Kepler-318 c,1596,13.1 Earths,13.442,2014

Kepler-319 b,1642,3.29 Earths,13.926,2014

Kepler-319 c,1642,7.41 Earths,13.926,2014

Kepler-319 d,1642,5.86 Earths,13.926,2014

Kepler-31 b,5430,25.9 Earths,15.496,2011

Kepler-31 c,5430,4.7 Jupiters,15.496,2011

Kepler-320 c,2696,2.45 Earths,13.494,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-318 b,1596,19.9 Earths,13.442,2014

Kepler-318 c,1596,13.1 Earths,13.442,2014

Kepler-319 b,1642,3.29 Earths,13.926,2014

Kepler-319 c,1642,7.41 Earths,13.926,2014

Kepler-319 d,1642,5.86 Earths,13.926,2014

Kepler-31 b,5430,25.9 Earths,15.496,2011

Kepler-31 c,5430,4.7 Jupiters,15.496,2011

Kepler-320 c,2696,2.45 Earths,13.494,2014

Kepler-304 e,1418,1.87 Earths,15.065,2016

Kepler-305 b,2833,10.5 Earths,15.851,2013

Kepler-305 e,2833,3.87 Earths,15.851,2020

Kepler-306 c,2530,6.12 Earths,15.575,2014

Kepler-306 e,2530,5.77 Earths,15.575,2014

Kepler-30 b,2982,11.3 Earths,15.726,2012

Kepler-30 c,2982,2.01 Jupiters,15.726,2012

Kepler-311 b,2540,3.53 Earths,13.902,2014

Kepler-311 c,2540,2.63 Earths,13.902,2014

Kepler-312 b,2602,2.21 Earths,13.01,2014

Kepler-313 b,3521,6.94 Earths,14.304,2014

Kepler-314 c,877,8.75 Earths,12.64,2014

Kepler-315 b,3786,13.7 Earths,15.546,2014

Kepler-316 b,1256,1.2 Earths,15.81,2014

Kepler-316 c,1256,1.65 Earths,15.81,2014

Kepler-317 b,3068,0.345 Jupiters,15.665,2014

Kepler-317 c,3068,3.61 Earths,15.665,2014

Kepler-318 b,1596,19.9 Earths,13.442,2014

Kepler-318 c,1596,13.1 Earths,13.442,2014

Kepler-319 b,1642,3.29 Earths,13.926,2014

Kepler-319 c,1642,7.41 Earths,13.926,2014

Kepler-319 d,1642,5.86 Earths,13.926,2014

Kepler-31 b,5430,25.9 Earths,15.496,2011

Kepler-31 c,5430,4.7 Jupiters,15.496,2011

Kepler-320 c,2696,2.45 Earths,13.494,2014

Kepler-285 c,2689,1.46 Earths,15.198,2014

Kepler-286 b,4002,2.07 Earths,15.863,2014

Kepler-286 c,4002,2.45 Earths,15.863,2014

Kepler-286 e,4002,3.78 Earths,15.863,2014

Kepler-287 b,2727,6.04 Earths,14.952,2014

Kepler-287 c,2727,10.7 Earths,14.952,2014

Kepler-288 b,3895,3.43 Earths,15.283,2014

Kepler-288 d,3895,7.61 Earths,15.283,2014

Kepler-289 c,2298,0.42 Jupiters,14.142,2014

Kepler-289 d,2298,4 Earths,14.142,2014

Kepler-290 c,2266,7.75 Earths,15.775,2014

Kepler-291 b,5827,5.31 Earths,16.218,2014

Kepler-292 b,3446,2.3 Earths,16.303,2014

Kepler-292 c,3446,2.76 Earths,16.303,2014

Kepler-293 b,3179,9.64 Earths,15.452,2014

Kepler-293 c,3179,14 Earths,15.452,2014

Kepler-294 b,4427,3.78 Earths,15.948,2014

Kepler-295 b,5543,1.98 Earths,14.631,2014

Kepler-295 c,5543,1.71 Earths,14.631,2014

Kepler-295 d,5543,2.42 Earths,14.631,2014

Kepler-296 b,545,3.22 Earths,16.363,2014

Kepler-296 c,545,4.66 Earths,16.363,2014

Kepler-296 f,545,3.89 Earths,16.363,2014

Kepler-297 b,2258,0.153 Jupiters,14.326,2014

Kepler-298 b,1690,4.5 Earths,15.617,2014

Kepler-285 c,2689,1.46 Earths,15.198,2014

Kepler-286 b,4002,2.07 Earths,15.863,2014

Kepler-286 c,4002,2.45 Earths,15.863,2014

